itemId,title,category,distance,duration,nearby_places,url,p_rating,count,latitude,longitude,image_url
871,Leh Forest View 31,Nature,8.7 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-forest-view-31,4.4,2317,34.1012,77.6116,https://source.unsplash.com/featured/800x500/?Leh+Forest+View+31+leh+Nature+India+travel
872,Leh Scenic Point 32,Scenic,9.4 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-scenic-point-32,4.2,1779,34.1927,77.6038,https://source.unsplash.com/featured/800x500/?Leh+Scenic+Point+32+leh+Scenic+India+travel
873,Leh Zipline Zone 33,Adventure,9.9 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-zipline-zone-33,4.3,1853,34.1738,77.5273,https://source.unsplash.com/featured/800x500/?Leh+Zipline+Zone+33+leh+Adventure+India+travel
874,Leh Sun Sand Bay 34,Beach,0.7 km,Half day,Leh Central Loop,/ladakh/leh/leh-sun-sand-bay-34,4.3,2143,34.2038,77.528,https://source.unsplash.com/featured/800x500/?Leh+Sun+Sand+Bay+34+leh+Beach+India+travel
875,Leh Eco Trail 35,Wildlife,1.2 Km,30 min,Leh Central Loop,/ladakh/leh/leh-eco-trail-35,4.5,2378,34.1889,77.6224,https://source.unsplash.com/featured/800x500/?Leh+Eco+Trail+35+leh+Wildlife+India+travel
876,Leh Temple Circuit 36,Spiritual,1.8 Km,1 hr,Leh Central Loop,/ladakh/leh/leh-temple-circuit-36,4.0,2201,34.1788,77.5437,https://source.unsplash.com/featured/800x500/?Leh+Temple+Circuit+36+leh+Spiritual+India+travel
877,Leh Leisure Garden 37,Family,2.1 Km,1-2 hrs,Leh Central Loop,/ladakh/leh/leh-leisure-garden-37,4.1,2357,34.1171,77.5972,https://source.unsplash.com/featured/800x500/?Leh+Leisure+Garden+37+leh+Family+India+travel
878,Leh Craft Lane 38,Shopping,2.7 Km,2-3 hrs,Leh Central Loop,/ladakh/leh/leh-craft-lane-38,4.1,1657,34.1107,77.5266,https://source.unsplash.com/featured/800x500/?Leh+Craft+Lane+38+leh+Shopping+India+travel
879,Leh Market Bites 39,Food,3.3 Km,Half day,Leh Central Loop,/ladakh/leh/leh-market-bites-39,4.3,1668,34.1618,77.5502,https://source.unsplash.com/featured/800x500/?Leh+Market+Bites+39+leh+Food+India+travel
880,Leh Heritage Trail 40,Heritage,3.9 Km,30 min,Leh Central Loop,/ladakh/leh/leh-heritage-trail-40,4.4,1990,34.102,77.6242,https://source.unsplash.com/featured/800x500/?Leh+Heritage+Trail+40+leh+Heritage+India+travel
881,Tirupati Craft Lane 01,Shopping,2.7 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-craft-lane-01,4.3,1144,13.6278,79.4272,https://source.unsplash.com/featured/800x500/?Tirupati+Craft+Lane+01+tirupati+Shopping+India+travel
882,Tirupati Market Bites 02,Food,3.4 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-market-bites-02,4.4,843,13.6316,79.4695,https://source.unsplash.com/featured/800x500/?Tirupati+Market+Bites+02+tirupati+Food+India+travel
883,Tirupati Heritage Trail 03,Heritage,3.7 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-heritage-trail-03,4.2,976,13.6196,79.4233,https://source.unsplash.com/featured/800x500/?Tirupati+Heritage+Trail+03+tirupati+Heritage+India+travel
884,Tirupati Legacy Lane 04,Historic,4.4 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-legacy-lane-04,4.6,1649,13.6468,79.4006,https://source.unsplash.com/featured/800x500/?Tirupati+Legacy+Lane+04+tirupati+Historic+India+travel
885,Tirupati Cultural House 05,Museum,5.1 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-cultural-house-05,4.5,820,13.626,79.4259,https://source.unsplash.com/featured/800x500/?Tirupati+Cultural+House+05+tirupati+Museum+India+travel
886,Tirupati Forest View 06,Nature,5.7 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-forest-view-06,4.5,1108,13.6474,79.4132,https://source.unsplash.com/featured/800x500/?Tirupati+Forest+View+06+tirupati+Nature+India+travel
887,Tirupati Scenic Point 07,Scenic,6.0 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-scenic-point-07,4.7,864,13.6793,79.4393,https://source.unsplash.com/featured/800x500/?Tirupati+Scenic+Point+07+tirupati+Scenic+India+travel
888,Tirupati Zipline Zone 08,Adventure,6.6 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-zipline-zone-08,4.4,1422,13.6162,79.4236,https://source.unsplash.com/featured/800x500/?Tirupati+Zipline+Zone+08+tirupati+Adventure+India+travel
889,Tirupati Sun Sand Bay 09,Beach,7.2 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-sun-sand-bay-09,4.2,1072,13.6304,79.4202,https://source.unsplash.com/featured/800x500/?Tirupati+Sun+Sand+Bay+09+tirupati+Beach+India+travel
890,Tirupati Eco Trail 10,Wildlife,7.6 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-eco-trail-10,4.5,1802,13.609,79.3733,https://source.unsplash.com/featured/800x500/?Tirupati+Eco+Trail+10+tirupati+Wildlife+India+travel
891,Tirupati Temple Circuit 11,Spiritual,8.2 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-temple-circuit-11,4.4,1160,13.6325,79.4332,https://source.unsplash.com/featured/800x500/?Tirupati+Temple+Circuit+11+tirupati+Spiritual+India+travel
892,Tirupati Leisure Garden 12,Family,8.7 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-leisure-garden-12,4.5,1638,13.6689,79.4109,https://source.unsplash.com/featured/800x500/?Tirupati+Leisure+Garden+12+tirupati+Family+India+travel
893,Tirupati Craft Lane 13,Shopping,9.5 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-craft-lane-13,4.4,1710,13.6449,79.4676,https://source.unsplash.com/featured/800x500/?Tirupati+Craft+Lane+13+tirupati+Shopping+India+travel
894,Tirupati Market Bites 14,Food,9.8 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-market-bites-14,4.4,1308,13.6527,79.3684,https://source.unsplash.com/featured/800x500/?Tirupati+Market+Bites+14+tirupati+Food+India+travel
895,Tirupati Heritage Trail 15,Heritage,0.5 km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-heritage-trail-15,4.2,1610,13.6352,79.4274,https://source.unsplash.com/featured/800x500/?Tirupati+Heritage+Trail+15+tirupati+Heritage+India+travel
896,Tirupati Legacy Lane 16,Historic,1.1 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-legacy-lane-16,4.3,1081,13.6234,79.4087,https://source.unsplash.com/featured/800x500/?Tirupati+Legacy+Lane+16+tirupati+Historic+India+travel
897,Tirupati Cultural House 17,Museum,1.7 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-cultural-house-17,4.4,2061,13.6326,79.4348,https://source.unsplash.com/featured/800x500/?Tirupati+Cultural+House+17+tirupati+Museum+India+travel
898,Tirupati Forest View 18,Nature,2.2 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-forest-view-18,4.4,1478,13.5788,79.4575,https://source.unsplash.com/featured/800x500/?Tirupati+Forest+View+18+tirupati+Nature+India+travel
899,Tirupati Scenic Point 19,Scenic,2.6 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-scenic-point-19,4.5,1804,13.6604,79.3973,https://source.unsplash.com/featured/800x500/?Tirupati+Scenic+Point+19+tirupati+Scenic+India+travel
900,Tirupati Zipline Zone 20,Adventure,3.2 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-zipline-zone-20,4.4,1381,13.6158,79.4546,https://source.unsplash.com/featured/800x500/?Tirupati+Zipline+Zone+20+tirupati+Adventure+India+travel
901,Tirupati Sun Sand Bay 21,Beach,4.0 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-sun-sand-bay-21,4.6,1249,13.5888,79.4072,https://source.unsplash.com/featured/800x500/?Tirupati+Sun+Sand+Bay+21+tirupati+Beach+India+travel
902,Tirupati Eco Trail 22,Wildlife,4.6 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-eco-trail-22,4.4,1741,13.6066,79.4618,https://source.unsplash.com/featured/800x500/?Tirupati+Eco+Trail+22+tirupati+Wildlife+India+travel
903,Tirupati Temple Circuit 23,Spiritual,5.1 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-temple-circuit-23,4.2,1085,13.6791,79.3654,https://source.unsplash.com/featured/800x500/?Tirupati+Temple+Circuit+23+tirupati+Spiritual+India+travel
904,Tirupati Leisure Garden 24,Family,5.6 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-leisure-garden-24,4.5,1647,13.5744,79.4298,https://source.unsplash.com/featured/800x500/?Tirupati+Leisure+Garden+24+tirupati+Family+India+travel
905,Tirupati Craft Lane 25,Shopping,6.2 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-craft-lane-25,4.3,2095,13.5969,79.4458,https://source.unsplash.com/featured/800x500/?Tirupati+Craft+Lane+25+tirupati+Shopping+India+travel
906,Tirupati Market Bites 26,Food,6.7 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-market-bites-26,4.4,1303,13.5895,79.3844,https://source.unsplash.com/featured/800x500/?Tirupati+Market+Bites+26+tirupati+Food+India+travel
907,Tirupati Heritage Trail 27,Heritage,7.3 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-heritage-trail-27,4.6,2216,13.5937,79.4522,https://source.unsplash.com/featured/800x500/?Tirupati+Heritage+Trail+27+tirupati+Heritage+India+travel
908,Tirupati Legacy Lane 28,Historic,7.7 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-legacy-lane-28,4.4,1316,13.6245,79.4247,https://source.unsplash.com/featured/800x500/?Tirupati+Legacy+Lane+28+tirupati+Historic+India+travel
909,Tirupati Cultural House 29,Museum,8.5 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-cultural-house-29,4.2,1618,13.5955,79.4281,https://source.unsplash.com/featured/800x500/?Tirupati+Cultural+House+29+tirupati+Museum+India+travel
910,Tirupati Forest View 30,Nature,9.0 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-forest-view-30,4.2,2083,13.5848,79.4323,https://source.unsplash.com/featured/800x500/?Tirupati+Forest+View+30+tirupati+Nature+India+travel
911,Tirupati Scenic Point 31,Scenic,9.5 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-scenic-point-31,4.2,2344,13.6099,79.4367,https://source.unsplash.com/featured/800x500/?Tirupati+Scenic+Point+31+tirupati+Scenic+India+travel
912,Tirupati Zipline Zone 32,Adventure,9.9 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-zipline-zone-32,4.2,1711,13.6139,79.399,https://source.unsplash.com/featured/800x500/?Tirupati+Zipline+Zone+32+tirupati+Adventure+India+travel
913,Tirupati Sun Sand Bay 33,Beach,0.7 km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-sun-sand-bay-33,4.4,1966,13.6602,79.4425,https://source.unsplash.com/featured/800x500/?Tirupati+Sun+Sand+Bay+33+tirupati+Beach+India+travel
914,Tirupati Eco Trail 34,Wildlife,1.3 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-eco-trail-34,4.5,1987,13.5886,79.4448,https://source.unsplash.com/featured/800x500/?Tirupati+Eco+Trail+34+tirupati+Wildlife+India+travel
915,Tirupati Temple Circuit 35,Spiritual,1.5 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-temple-circuit-35,4.6,1443,13.659,79.4178,https://source.unsplash.com/featured/800x500/?Tirupati+Temple+Circuit+35+tirupati+Spiritual+India+travel
916,Tirupati Leisure Garden 36,Family,2.1 Km,1-2 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-leisure-garden-36,4.3,1838,13.6664,79.4587,https://source.unsplash.com/featured/800x500/?Tirupati+Leisure+Garden+36+tirupati+Family+India+travel
917,Tirupati Craft Lane 37,Shopping,2.9 Km,2-3 hrs,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-craft-lane-37,4.4,2360,13.6545,79.4331,https://source.unsplash.com/featured/800x500/?Tirupati+Craft+Lane+37+tirupati+Shopping+India+travel
918,Tirupati Market Bites 38,Food,3.4 Km,Half day,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-market-bites-38,4.4,1780,13.6433,79.4536,https://source.unsplash.com/featured/800x500/?Tirupati+Market+Bites+38+tirupati+Food+India+travel
919,Tirupati Heritage Trail 39,Heritage,3.9 Km,30 min,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-heritage-trail-39,4.6,2334,13.6735,79.4249,https://source.unsplash.com/featured/800x500/?Tirupati+Heritage+Trail+39+tirupati+Heritage+India+travel
920,Tirupati Legacy Lane 40,Historic,4.4 Km,1 hr,Tirupati Central Loop,/andhra-pradesh/tirupati/tirupati-legacy-lane-40,4.6,1986,13.6457,79.3805,https://source.unsplash.com/featured/800x500/?Tirupati+Legacy+Lane+40+tirupati+Historic+India+travel
921,Coimbatore Market Bites 01,Food,3.2 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-market-bites-01,4.3,532,10.9765,76.9559,https://source.unsplash.com/featured/800x500/?Coimbatore+Market+Bites+01+coimbatore+Food+India+travel
922,Coimbatore Heritage Trail 02,Heritage,4.0 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-heritage-trail-02,4.5,873,11.0347,76.9941,https://source.unsplash.com/featured/800x500/?Coimbatore+Heritage+Trail+02+coimbatore+Heritage+India+travel
923,Coimbatore Legacy Lane 03,Historic,4.3 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-legacy-lane-03,4.5,1715,11.0451,76.9162,https://source.unsplash.com/featured/800x500/?Coimbatore+Legacy+Lane+03+coimbatore+Historic+India+travel
924,Coimbatore Cultural House 04,Museum,5.1 Km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-cultural-house-04,4.5,1314,11.0343,77.0073,https://source.unsplash.com/featured/800x500/?Coimbatore+Cultural+House+04+coimbatore+Museum+India+travel
925,Coimbatore Forest View 05,Nature,5.4 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-forest-view-05,4.5,1082,10.9662,76.9846,https://source.unsplash.com/featured/800x500/?Coimbatore+Forest+View+05+coimbatore+Nature+India+travel
926,Coimbatore Scenic Point 06,Scenic,6.3 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-scenic-point-06,4.6,1587,10.9665,76.9235,https://source.unsplash.com/featured/800x500/?Coimbatore+Scenic+Point+06+coimbatore+Scenic+India+travel
927,Coimbatore Zipline Zone 07,Adventure,6.5 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-zipline-zone-07,4.7,860,11.0628,76.9978,https://source.unsplash.com/featured/800x500/?Coimbatore+Zipline+Zone+07+coimbatore+Adventure+India+travel
928,Coimbatore Sun Sand Bay 08,Beach,7.3 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-sun-sand-bay-08,4.5,1211,11.0392,76.9582,https://source.unsplash.com/featured/800x500/?Coimbatore+Sun+Sand+Bay+08+coimbatore+Beach+India+travel
929,Coimbatore Eco Trail 09,Wildlife,7.7 Km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-eco-trail-09,4.4,854,11.0254,76.9635,https://source.unsplash.com/featured/800x500/?Coimbatore+Eco+Trail+09+coimbatore+Wildlife+India+travel
930,Coimbatore Temple Circuit 10,Spiritual,8.5 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-temple-circuit-10,4.5,1440,11.0186,76.9422,https://source.unsplash.com/featured/800x500/?Coimbatore+Temple+Circuit+10+coimbatore+Spiritual+India+travel
931,Coimbatore Leisure Garden 11,Family,9.0 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-leisure-garden-11,4.6,754,11.0517,76.9388,https://source.unsplash.com/featured/800x500/?Coimbatore+Leisure+Garden+11+coimbatore+Family+India+travel
932,Coimbatore Craft Lane 12,Shopping,9.3 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-craft-lane-12,4.4,1339,11.017,76.9161,https://source.unsplash.com/featured/800x500/?Coimbatore+Craft+Lane+12+coimbatore+Shopping+India+travel
933,Coimbatore Market Bites 13,Food,9.9 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-market-bites-13,4.7,1029,10.9851,76.9214,https://source.unsplash.com/featured/800x500/?Coimbatore+Market+Bites+13+coimbatore+Food+India+travel
934,Coimbatore Heritage Trail 14,Heritage,0.5 km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-heritage-trail-14,4.5,1790,11.0345,76.9464,https://source.unsplash.com/featured/800x500/?Coimbatore+Heritage+Trail+14+coimbatore+Heritage+India+travel
935,Coimbatore Legacy Lane 15,Historic,1.2 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-legacy-lane-15,4.3,1332,11.0145,76.9658,https://source.unsplash.com/featured/800x500/?Coimbatore+Legacy+Lane+15+coimbatore+Historic+India+travel
936,Coimbatore Cultural House 16,Museum,1.6 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-cultural-house-16,4.5,936,10.9665,76.9639,https://source.unsplash.com/featured/800x500/?Coimbatore+Cultural+House+16+coimbatore+Museum+India+travel
937,Coimbatore Forest View 17,Nature,2.1 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-forest-view-17,4.6,1937,11.0598,76.917,https://source.unsplash.com/featured/800x500/?Coimbatore+Forest+View+17+coimbatore+Nature+India+travel
938,Coimbatore Scenic Point 18,Scenic,2.8 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-scenic-point-18,4.3,1482,11.0672,76.9667,https://source.unsplash.com/featured/800x500/?Coimbatore+Scenic+Point+18+coimbatore+Scenic+India+travel
939,Coimbatore Zipline Zone 19,Adventure,3.4 Km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-zipline-zone-19,4.5,1911,11.066,76.9246,https://source.unsplash.com/featured/800x500/?Coimbatore+Zipline+Zone+19+coimbatore+Adventure+India+travel
940,Coimbatore Sun Sand Bay 20,Beach,3.9 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-sun-sand-bay-20,4.7,1320,10.9806,76.9921,https://source.unsplash.com/featured/800x500/?Coimbatore+Sun+Sand+Bay+20+coimbatore+Beach+India+travel
941,Coimbatore Eco Trail 21,Wildlife,4.3 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-eco-trail-21,4.7,1899,11.0304,76.957,https://source.unsplash.com/featured/800x500/?Coimbatore+Eco+Trail+21+coimbatore+Wildlife+India+travel
942,Coimbatore Temple Circuit 22,Spiritual,5.0 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-temple-circuit-22,4.2,1027,11.0274,76.9084,https://source.unsplash.com/featured/800x500/?Coimbatore+Temple+Circuit+22+coimbatore+Spiritual+India+travel
943,Coimbatore Leisure Garden 23,Family,5.6 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-leisure-garden-23,4.4,1323,10.9841,76.9954,https://source.unsplash.com/featured/800x500/?Coimbatore+Leisure+Garden+23+coimbatore+Family+India+travel
944,Coimbatore Craft Lane 24,Shopping,6.3 Km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-craft-lane-24,4.5,2128,11.0284,76.9203,https://source.unsplash.com/featured/800x500/?Coimbatore+Craft+Lane+24+coimbatore+Shopping+India+travel
945,Coimbatore Market Bites 25,Food,6.6 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-market-bites-25,4.4,2167,11.0172,76.9137,https://source.unsplash.com/featured/800x500/?Coimbatore+Market+Bites+25+coimbatore+Food+India+travel
946,Coimbatore Heritage Trail 26,Heritage,7.3 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-heritage-trail-26,4.6,2155,11.0528,76.9995,https://source.unsplash.com/featured/800x500/?Coimbatore+Heritage+Trail+26+coimbatore+Heritage+India+travel
947,Coimbatore Legacy Lane 27,Historic,7.8 Km,Half day,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-legacy-lane-27,4.6,2096,11.0081,76.997,https://source.unsplash.com/featured/800x500/?Coimbatore+Legacy+Lane+27+coimbatore+Historic+India+travel
948,Coimbatore Cultural House 28,Museum,8.3 Km,30 min,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-cultural-house-28,4.7,2311,11.0487,76.9427,https://source.unsplash.com/featured/800x500/?Coimbatore+Cultural+House+28+coimbatore+Museum+India+travel
949,Coimbatore Forest View 29,Nature,8.8 Km,1 hr,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-forest-view-29,4.3,1326,10.9725,76.9155,https://source.unsplash.com/featured/800x500/?Coimbatore+Forest+View+29+coimbatore+Nature+India+travel
950,Coimbatore Scenic Point 30,Scenic,9.4 Km,1-2 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-scenic-point-30,4.3,1192,10.993,76.9972,https://source.unsplash.com/featured/800x500/?Coimbatore+Scenic+Point+30+coimbatore+Scenic+India+travel
951,Coimbatore Zipline Zone 31,Adventure,9.8 Km,2-3 hrs,Coimbatore Central Loop,/tamil-nadu/coimbatore/coimbatore-zipline-zone-31,4.5,1847,11.0254,76.9138,https://source.unsplash.com/featured/800x500/?Coimbatore+Zipline+Zone+31+coimbatore+Adventure+India+travel
